Employer.Name,CBA.File,Location,Union,Expiration.Date,NAICS.,X.Wrkrs,Type
CONTRACTORS ASSOCIATION OF E. PA - 5 CNTYS (HVY-HWY),1609,PA EASTERN,LABORERS  (LIUNA) DISTRICT COUNCIL 0 EASTERN PENNSYLVANIA,2004-04-30,23731,2500,PRIVATE
CONTRACTORS ASSOCIATION OF E. PA - 7 CNTYS (HVY-HWY),1607,PA EASTERN,UBC METRO RC,2006-04-30,23731,4500,PRIVATE
CONTRACTORS ASSOCIATION OF E. PA (5 COUNTIES),1611,PA PHILADELPHIA,PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 592,2006-04-30,23731,1000,PRIVATE
CONTRACTORS ASSOCIATION OF GREATER NY,435,NY NEW YORK,TEAMSTERS (IBT) LOCAL UNION 282,2013-06-30,23622,4700,PRIVATE
CONTRACTORS ASSOCIATION OF GREATER NY,1002,NY NEW YORK,LABORERS  (LIUNA) LOCAL UNION 66,2005-06-30,23622,1000,PRIVATE
CONTRACTORS' ASSOCIATION OF GREATER NY,1560,NY NASSAU,TEAMSTERS (IBT) LOCAL UNION 282,2005-06-30,23622,4700,PRIVATE
CONTRACTORS' LABOR COUNCIL OF WEST VIRGINIA ( HVY-HWY AGMT),1648,WV,LIUNA ,2006-11-30,NA,NA,PRIVATE
CONVENTIONAL DAIRY AGMT (OFFICE WORKERS),68,CA SOUTHERN,TEAMSTERS (IBT) LOCAL UNION 166/TEAMSTERS (IBT) LOCAL UNION 186/TEAMSTERS (IBT) LOCAL UNION 63,2007-02-28,311514,1800,PRIVATE
CONVENTIONAL DAIRY AGMT (PLANT & DRIVERS),51,CA SOUTHERN,TEAMSTERS (IBT) LOCAL UNION 630,2007-02-28,311514,1800,PRIVATE
COOPER LIGHTING SOLUTIONS,1211,CA,"TEAMSTERS, AUTOMOTIVE, INDUSTRIAL, THEME PARK, SERVICE SECTOR  495",2023-08-14,NA,NA,PRIVATE
COOPER TIRE & RUBBER CO.,167,OH FINDLAY,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 01 207 L",2008-10-31,326211,1000,PRIVATE
COOPER TIRE & RUBBER CO.,168,AR TEXARKANA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 12 752 L",2010-04-10,326211,1300,PRIVATE
COPELAND CORP,237,OH SIDNEY,CWA/IUE 725,2006-06-01,333415,900,PRIVATE
CORLEY MANUFACTURING COMPANY,1314,TN,MACHINISTS AFL-CIO (IAM) LODGE 56 SUCCESS,2022-08-28,NA,NA,PRIVATE
CORNELL UNIVERSITY,872,NY ITHACA,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 2300,2012-06-30,61131,1200,PRIVATE
CORNELL UNIVERSITY (MAINTENANCE & SERVICE),871,NY ITHACA,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 2300,2009-06-30,61131,1200,PRIVATE
CORNING INC,177,NY,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 04 1000",2010-01-20,327213,1000,PRIVATE
CORNING INC (WAS CORNING GLASS WORKS),178,NY CORNING,AFGW 1000,2006-01-20,327213,2300,PRIVATE
"COSTAL INTERNATIONAL SECURITY, INC. (CIS)",1761,DC,CIS -,2009-03-31,61612,1000,PRIVATE
COSTCO WHOLESALE,591,CA,TEAMSTERS (IBT) LOCAL UNION 986,2007-01-31,452110,7800,PRIVATE
COUNCIL OF UTILITY CONTRACTORS,1245,NY BUFFALO,LABORERS  (LIUNA) LOCAL UNION 210,2005-03-31,23731,1800,PRIVATE
"COUNTRY CARPET, INC",2527,KS,PAINTERS AFL-CIO (PAT) DISTRICT COUNCIL 3/PAINTERS AFL-CIO (PAT) LOCAL UNION 2014 LOCAL UNION 2014,2022-03-31,NA,NA,PRIVATE
CP INDUSTRIES,2124,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 5852 S",2014-08-15,332811,NA,PRIVATE
CP INDUSTRIES,2151,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 5852 S",2014-08-15,332811,NA,PRIVATE
"CROWN CORK SEAL USA, INC. FOOD DIVISION (TOLEDO PLANT #59)",1493,PA,USW 87-3,2017-04-30,NA,NA,PRIVATE
"CS CONSTRUCTION, INC.",2282,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2019-05-31,NA,NA,PRIVATE
"CSC ELECTRIC, LLC",2271,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2017-07-31,NA,NA,PRIVATE
"CSC ELECTRIC, LLC.",1495,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2023-07-31,NA,NA,PRIVATE
"CSI ACQUISITION COMPANY DBA CRANE SERVICE, INC.",2586,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 178",2023-05-31,238990,80,PRIVATE
"CSX TRANSPORTATION, INC",2125,FL,IBEW -,2014-12-31,333618,NA,PRIVATE
"CSX TRANSPORTATION, INC",2126,FL,IBEW -,2009-12-31,333618,NA,PRIVATE
"CULINAIRE, INC.",2026,CO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R,2013-08-05,445110,2000,PRIVATE
CUMMINS ENGINE CO.,216,IN,DWU -,2004-04-25,333618,2250,PRIVATE
"CUMMINS ENGINE CO. (CLERICAL, TECH, & SKILLED)",217,IN,OCU -,2004-06-20,333618,1400,PRIVATE
CUNA MUTUAL INSURANCE GROUP,734,WI MADISON,OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) LOCAL UNION 39,2012-03-31,524114,1800,PRIVATE
CUNA MUTUAL INSURANCE GROUP,735,WI MADISON,OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) LOCAL UNION 39,2008-03-31,524114,1800,PRIVATE
CURTISS-WRIGHT ELECTO-MECHANICAL CORPORATION (EMD),1268,PA,ASSOCIATION OF WESTINGHOUSE SALARIED EMPLOYEES  ,2024-08-17,333911,117,PRIVATE
CVS CORP.,708,OH,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1099,2011-10-08,446110,1100,PRIVATE
CVS CORP.,709,OH,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1099,2008-10-11,446110,1100,PRIVATE
"CYMSTAR SERVICES, LLC",2290,AR,LRAITSP ,2020-12-31,NA,NA,PRIVATE
"CYMSTAR SERVICES, LLC",2502,UT,MACHINISTS AFL-CIO (IAM) LODGE 568,2022-02-28,336413,3,PRIVATE
"CYMSTAR SERVICES, LLC.",2062,"LITTLE ROCK, AR",LRAITSP -,2014-12-31,61110,1000,PRIVATE
"CZARNOWSKI DISPLAY, INC.",2322,IL,CRCC ,2021-05-31,NA,NA,PRIVATE
D'AGOSTINO SUPERMARKETS INC.,573,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2009-09-26,445110,1000,PRIVATE
D'AGOSTINO SUPERMARKETS INC.,574,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2012-03-31,445110,1000,PRIVATE
D'AGOSTINO SUPERMARKETS INC.,575,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2018-05-31,445110,1000,PRIVATE
D'AGOSTINO SUPERMARKETS INC.,576,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2006-07-31,445110,1000,PRIVATE
"DAIMLER CHRYSLER (ENGRG, OFFICE & CLERICAL)",292,"NATIONAL",UAW -,2007-09-14,336111,7047,PRIVATE
"DAIMLER CHRYSLER (PROD, MAINT & PARTS)",291,"NATIONAL",UAW -,2007-09-14,336111,70874,PRIVATE
DAIMLER CHRYSLER CORP. (TOLEDO ASSEMBLY PLANT) (MOA),303,OH TOLEDO,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 12,2011-11-14,336111,5600,PRIVATE
DAIMLER CHRYSLER CORP. (TOLEDO ASSEMBLY PLANT) (MOA),304,OH TOLEDO,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 12,2011-11-14,336111,5600,PRIVATE
"DAN RIVER, INC.",91,VA DANVILLE,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 400,2005-06-11,31321,4000,PRIVATE
"DAN RIVER, INC.",92,VA DANVILLE,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 400,2005-06-11,31321,4000,PRIVATE
DAN'S SUPREME SUPERMARKETS INC.,1778,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2016-03-26,445110,1500,PRIVATE
DANA CORP.,294,IN MI OH PA,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 136/AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 155 WARREN-DETROIT LOCAL/AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 279/AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 644,2003-06-09,336350,1500,PRIVATE
"DANA CORP., SPICER MANUFACTURING, INC.",293,IN FT WAYNE,UPIU/PACE  6-903,2005-01-31,336312,2000,PRIVATE
"DANELLA LINE SERVICES COMPANY, INC.",2276,DE,TEAMSTERS (IBT) LOCAL UNION 326 GENERAL TEAMSTERS,2019-06-30,NA,NA,PRIVATE
DARLING NATIONAL LLC (EDIBLE PLANT),2023,CO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R,2013-01-16,445110,2000,PRIVATE
DARLING NATIONAL LLC (INEDIBLE PLANT),2022,OH DAYTON,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 A,2012-12-31,445110,2000,PRIVATE
"DAVIS STANDARD, LLC.",1355,NY,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 04 14532 S",2022-08-20,333200,40,PRIVATE
DAYTON POWER & LIGHT CO.,497,OH,UTILITY WORKERS AFL-CIO (UWU) LOCAL UNION 175,2011-10-31,221,954,PRIVATE
DAYTON POWER & LIGHT CO.,498,OH DAYTON,UTILITY WORKERS AFL-CIO (UWU) LOCAL UNION 175,2005-10-31,221,954,PRIVATE
DCP MAINSTREAM LP,1958,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2018-03-31,23731,2452,PRIVATE
DCP MAINSTREAM LP,1959,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2015-05-31,23731,2452,PRIVATE
DEAN TRANSPORTATION,2170,MI,DTE ,2016-06-30,488999,NA,PRIVATE
"DECKO PRODUCTS, INC.",2157,OH,AFL-CIO 525,2013-05-31,NA,NA,PRIVATE
DECORATORS SUPPLY COMPANY,2309,IL,CRCC ,2019-05-31,NA,NA,PRIVATE
DEERE & CO.,219,WI,UAW 8 LOCALS,2009-10-01,332112,7300,PRIVATE
DEERE & CO.,220,"IA, IL",UAW -,2009-10-01,333111,NA,PRIVATE
DEERE & CO.,222,WI HORICON,"IAM 281, 450, 94, 865, 74, 79, 434, 838, 2366",2015-10-01,333111,7300,PRIVATE
DEERE & CO.,223,WI HORICON,MACHINISTS AFL-CIO (IAM) LODGE 873,2004-10-01,333112,1300,PRIVATE
DEERE & CO.,224,WI,MACHINISTS AFL-CIO (IAM) LODGE 873,2010-10-01,332112,1300,PRIVATE
DEERE & CO.,3665,WI,UAW 8 LOCALS,2015-10-01,332112,7300,PRIVATE
DEERE & COMPANY (2 VOLS.),221,"IA, IL",UAW 8 LOCALS,2007-10-01,333111,7300,PRIVATE
DEFENSE FINANCE & ACCOUNTING SERVICE,2004,IN,AFGE -,2011-04-30,327213,NA,PRIVATE
DELAWARE CONTRACTORS ASSOCIATION.,1094,DE MD,UBC 626,2005-04-30,2362,1100,PRIVATE
DELAWARE VALLEY COLLEGE,2440,DE,DELWARE VALLEY COLLEGE  AAUP,2016-03-01,NA,NA,PRIVATE
"DELDEN MANUFACTURING COMPANY, INC",2503,MI,CJA ST. LOUIS - KANSAS CITY COUNCIL,2021-12-31,321911,18,PRIVATE
"DELHUR INDUSTRIES, INC.",1622,CO,IBT 435,2005-06-30,23731,7000,PRIVATE
DELPHI AUTOMOTIVE SYSTEMS,378,"NATIONAL",UAW -,2011-09-14,336322,NA,PRIVATE
DELPHI AUTOMOTIVE SYSTEMS / DELPHI ENERGY & CHASSIS SYSTEMS,164,OH,USW -,2007-09-14,336322,NA,PRIVATE
DELPHI AUTOMOTIVE SYSTEMS / DELPHI ENERGY & CHASSIS SYSTEMS,374,OH,USW -,2011-09-11,336322,NA,PRIVATE
DELPHI AUTOMOTIVE SYSTEMS/DELPHI ENGINE&CHASSIS SYSTEMS,371,OH DAYTON,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 01 87 L",2007-09-14,336330,1000,PRIVATE
DELPHI CORP.,283,AL CA MS NJ OH,CWA/IUE 8 LOCALS,2007-10-12,33634,10700,PRIVATE
DELPHI CORPORATION AND GENERAL MOTORS CORPORATION,375,OH,USW -,2011-09-14,336322,NA,PRIVATE
DELPHI CORPORATION AND GENERAL MOTORS CORPORATION,376,OH,USW -,2011-09-14,336322,NA,PRIVATE
DELPHI CORPORATION AND GENERAL MOTORS CORPORATION,377,OH,USW -,2011-10-12,336322,NA,PRIVATE
"DELTA PRIDE CATFISH, INC.",77,MS INDIANOLA,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1529,2004-10-31,311712,1100,PRIVATE
"DEMOLITION, DEBRIS, ASBESTOS & TOXIC WASTE REMOVAL",1556,NY NASSAU,TEAMSTERS (IBT) LOCAL UNION 282,2005-06-30,23891,4700,PRIVATE
"DESIGN AGENCY, INC.",2310,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
"DESIGN CENTRIX, LLC",2311,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
DETROIT DIESEL CORP.,218,MI DETROIT,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 163,2004-10-30,333618,2000,PRIVATE
DETROIT EDISON CO. (NOW DTE ENERGY CO.),499,MI DETROIT,UWU 223,2004-06-07,221,3303,PRIVATE
"DIAMOND COLLISION CENTER, INC.",1331,IL,MACHINISTS AFL-CIO (IAM) LODGE 701,2022-06-30,NA,4,PRIVATE
DIAMOND STOREFRONTS INC.,1565,NY HAUPPAUGE,"CJA EMPIRE ST RC, 7",2007-04-30,23622,1200,PRIVATE
DIE ENGINEERING SERVICE,1948,MI,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 659,2010-12-31,336111,3163,PRIVATE
DIMENSION CRAFT,2312,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
DIMENSIONS HEALTH CORP,839,MD HYATTSVILLE,SERVICE EMPLOYEES (SEIU) DISTRICT 1199 DISTRICT 1199E-DC,2007-06-30,62211,1000,PRIVATE
DIRECTORS GUILD OF AMERICA (BASIC AGREEMENT),772,"NATIONAL",- -,2005-06-30,71311,NA,PRIVATE
"DIRECTORS GUILD OF AMERICA, INC FREELANCE LIVE AND TAPE TELEVISION AGREEMENT OF 2005",803,"NATIONAL",DGA ,2008-06-30,NA,NA,PRIVATE
"DIRECTORS GUILD OF AMERICA, INC.",3728,CA,"ALLIANCE OF MOTION PICTURES AND TELEVISION PRODUCERS, INC.  ",2017-06-30,NA,NA,PRIVATE
DISABILTIY COMMUNITY RESOURCE CENTER,2603,CA,ASSOCIATION OF PROFESSIONAL DISABLED SERVICES EMPLOYEES  ,2021-04-30,NA,NA,PRIVATE
"DISNEYLAND HOTEL, DISNEY'S PARADISE PIER HOTEL AND DISNEY'S GRAND CALIFORNIA HOTEL",739,CA ANAHEIM,UNITE HERE  11,2008-01-31,72111,1200,PRIVATE
"DISNEYLAND, DIV. OF WALT DISNEY PRODUCTIONS",825,CA ANAHEIM,VAR-AFF -,2006-03-15,71311,3000,PRIVATE
DISTILLATA WATER COMPANY,2569,OH,TEAMSTERS (IBT) LOCAL UNION 293,2022-05-31,NA,NA,PRIVATE
DOMINICK'S FINER FOODS (INCLUDES MOA),664,IL WEST & NW,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1546/FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 881,2003-07-26,445110,11050,PRIVATE
DOMINICK'S FINER FOODS (MEAT RETAIL MEAT CUTTERS) (MOA),554,IL CHICAGO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1546,2008-08-02,445110,1285,PRIVATE
DOMINICK'S FINER FOODS (RETAIL MEAT CUTTERS) (MOA),555,IL CHICAGO,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1546,2003-07-26,445110,1285,PRIVATE
DOMINION EAST OHIO (WAS EAST OHIO GAS),485,OH,SEIU 555,2006-06-15,221210,1200,PRIVATE
DOMINION TRANSMISSION & DOMINION HOPE,487,WV,UTILITY WORKERS AFL-CIO (UWU) LOCAL UNION 69 UNITED GAS WORKERS LOCAL 69,2010-04-01,221210,1100,PRIVATE
"DOMINION TRANSMISSION, INC. & DOMINION HOPE (2 VOLS)",486,WV,SERVICE EMPLOYEES (SEIU) LOCAL UNION 69 FIREMEN & OILERS,2005-04-01,221210,1100,PRIVATE
DOMINION VIRGINIA POWER/NORTH CAROLINA POWER,515,NC VA WV,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 50,2007-03-31,221122,3700,PRIVATE
"DOOR SYSTEMS, INC.",2313,IL,CRCC ,2019-05-31,NA,NA,PRIVATE
DORMITORY AUTHORITY OF THE STATE OF NEW YORK,1921,NY,UAW 210,2011-03-31,813319,2771,PRIVATE
DOW JONES AND COMPANY,144,NJ,COMMUNICATIONS WORKERS AFL-CIO (CWA) LOCAL UNION 1096 INDEPENDENT ASSOCIATION OF PUBLISHERS EMPLOYEES,2003-04-30,51111,1600,PRIVATE
DOW JONES AND COMPANY,157,TX,IUOE -,2000-01-05,51111,NA,PRIVATE
DQE INC (DUQUESNE LIGHT CO.),461,PA PITTSBURGH,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 29,2006-09-30,221122,1000,PRIVATE
DTE ENERGY CO.,500,MI,UW 223,2013-06-02,221,3303,PRIVATE
DUKE POWER CO.,529,NC CHARLOTTE,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 962,2004-10-01,221,1300,PRIVATE
DUNLOP TIRE CO.,169,AL HUNTSVILLE,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 09 915 L",2000-04-23,326211,1600,PRIVATE
DUPAGE CONTY DIV. NORTHEASTERN ILLINOIS CHAPTER NECA,1949,IL,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 701,2012-06-03,238210,1351,PRIVATE
DUPONT CO. (EVERGREEN),151,NJ DEEPWATER,SIN-IND -,2006-05-01,325222,1400,PRIVATE
DURHAM SCHOOL SERVICES,2152,PA,TRANSIT UNION AFL-CIO (ATU) LOCAL UNION 1564,2016-06-30,485410,NA,PRIVATE
"DUWAMISH MARINE SERVICES, LLC",1813,WA,BOILERMAKERS AFL-CIO (BBF) LODGE 104,2012-04-30,238390,1000,PRIVATE
"DUWAMISH MARINE SERVICES, LLC",2361,WA,BOILERMAKERS AFL-CIO (BBF) LODGE 104,2017-04-30,NA,NA,PRIVATE
"DYER CONSTRUCTION COMPANY, INC.",1280,IN,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 150",2022-08-31,237310,NA,PRIVATE
"DYER QUARY, INC.",2379,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 6996 S",2018-05-31,NA,NA,PRIVATE
"DYNCORP INTERNATIONAL, LLC.",2087,DC,"IAM 4, 24",2016-08-31,336411,1000,PRIVATE
E.D.E.,2323,IL,CRCC ,2020-05-31,NA,NA,PRIVATE
"E.J. INDUSTRIES, INC.",2314,IL,CRCC ,2019-05-31,NA,NA,PRIVATE
EAST BROOKFIELD & SPENCER RAILROAD,2521,MA,TRANSIT UNION AFL-CIO (ATU) LOCAL DIVISION 22,2020-03-20,NA,NA,PRIVATE
EAST CENTRAL OHIO SMCNA,3663,OH,IUOE 106,2013-05-31,23622,1400,PRIVATE
EAST ILLINOIS UNIVERSITY BOARD OF TRUSTEES,2108,ILLINOIS,LABORERS  (LIUNA) LOCAL UNION 159,2016-06-30,611310,NA,PRIVATE
EASTERN CONTRACTORS ASSOCIATION,929,NY ALBANY,IUOE 106,2003-04-30,23622,1400,PRIVATE
EASTERN CONTRACTORS ASSOCIATION,1507,NY ALBANY,LABORERS  (LIUNA) LOCAL UNION 157/LABORERS  (LIUNA) LOCAL UNION 190,2011-04-30,23621,1200,PRIVATE
EASTERN CONTRACTORS ASSOCIATION,1508,NY ALBANY,LABORERS  (LIUNA) LOCAL UNION 157/LABORERS  (LIUNA) LOCAL UNION 190,2003-04-30,23621,1200,PRIVATE
EASTERN CONTRACTORS ASSOCIATION (BLDG),1034,NY ALBANY,BAC 2,2005-04-30,23622,1100,PRIVATE
EASTERN CONTRACTORS ASSOCIATION (BUILDING),1033,NY ALBANY,BAC 2,2013-04-30,23622,1100,PRIVATE
EASTERN CONTRACTORS ASSOCIATION (HWY-HVY),259,NY NORTHERN,BRICKLAYERS AFL-CIO (BAC) LOCAL UNION 4,2002-05-31,23731,2500,PRIVATE
EASTERN CONTRACTORS ASSOCIATION (HWY-HVY),1520,NY CENTRAL,UBC DC-ADIRONDACK,2002-03-31,23731,1600,PRIVATE
"EASTERN CONTRACTORS ASSOCIATION, INC.",1509,EASTERN NY,LIUNA 19157,2014-04-30,NA,NA,PRIVATE
EASTERN ILLINOIS UNIVERSITY (BOARD OF TRUSTEES),2293,IL,LABORERS  (LIUNA) LOCAL UNION 159,2017-06-30,NA,NA,PRIVATE
EASTMAN CHEMICAL COMPANY,2148,TN,USW 5852-11,2018-10-01,325211,NA,PRIVATE
EDON COMPONENT DIVISION,2324,IL,CRCC ,2019-05-31,NA,NA,PRIVATE
ELARA BY HILTON GRAND,2594,NV,LOCAL JOINT EXECUTIVE BOARD / CULINARY WORKERS UNION  226 / 165,2018-10-01,NA,NA,PRIVATE
ELECTRICAL CONTRACTORS ASSOCIATION OF CHICAGO (BLDG),1401,IL CHICAGO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 134,2006-05-31,23821,18000,PRIVATE
ELECTRICAL CONTRACTORS ASSOCIATION OF CHICAGO (BLDG),1402,IL CHICAGO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 134,2009-05-31,23821,18000,PRIVATE
ELECTRICAL CONTRACTORS ASSOCIATION OF CHICAGO (COMMUN),993,IL CHICAGO,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 134,2003-06-02,23821,2700,PRIVATE
ELECTRICAL CONTRACTORS ASSOCIATION OF GRTR BOSTON-NECA (INSIDE),1580,MA BOSTON,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 103,2003-08-31,23821,3000,PRIVATE
"ELECTRO-SPACE FABRICATORS, INC.",2380,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 6996 S",2020-03-29,NA,NA,PRIVATE
ELECTROLUX (WAS FRIGIDAIRE CO.) HOME PRODUCTS P&M,264,MI GREENVILLE,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 137,2005-11-02,335222,2600,PRIVATE
ELECTROLUX HOME PRODUCTS (WAS FRIGIDAIRE FREEZER),1001,MN ST CLOUD,MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 165,2006-11-18,335222,1680,PRIVATE
ELECTROLUX HOME PRODUCTS LAUNDRY DIV (WAS FRIGIDAIRE CO,263,IA WEBSTER CITY,AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 442,2005-06-11,335224,1800,PRIVATE
ELEVATOR INDUSTRIES ASSOCIATION. (MOA),826,NY NEW YORK,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 3,2006-02-26,23829,2100,PRIVATE
ELEVATOR MFRS. ASSOCIATION. OF NEW YORK,1481,NY NEW YORK,CWA/IUE 1,2005-03-16,23829,1800,PRIVATE
"ELG METALS, INC",2149,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 5852 S",2016-11-30,423930,NA,PRIVATE
ELK GROVE UNIFIED SCHOOL DISTRICT (CERTIFICATED),2602,CA ELK GROVE,NEA 158,2001-06-30,611110,3000,PRIVATE
"EMBLEM HEALTH SERVICES LLC, INC.",2005,NY,OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) LOCAL UNION 153,2011-12-31,524114,17159,PRIVATE
EMCOR GOV'T SERVICES,1960,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2014-04-28,23731,NA,PRIVATE
EMCOR GOV'T SERVICES,2061,OK,- -,2015-10-31,23731,NA,PRIVATE
EMCOR GOVERNMENT SERVICES,1961,TEXAS,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2011-04-29,NA,NA,PRIVATE
"EMERSON PROCESS MANAGEMENT POWER & WATER SOLUTIONS, INC.",2409,PA,FEDERATION OF INDEPENDENT SALARIED UNIONS  ,2020-03-06,NA,NA,PRIVATE
"EML/BLMAR JOINT VENTURE V, LLC",1964,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2013-10-31,23731,NA,PRIVATE
EMPLOYER AND BRICKLAYERS LOCAL UNION #18 OF EASTERN MISSOURI ADMINISTRATIVE DISTRICT COUNCIL SHOP,2298,MO,BRICKLAYERS AFL-CIO (BAC) LOCAL UNION 18,2022-02-28,NA,NA,PRIVATE
EMPLOYING BRICKLAYERS ASSOCIATION. OF DELAWARE VALLEY,1343,PA PHILADELPHIA,BAC 1,2004-04-30,23814,2400,PRIVATE
ENCON ARIZONA LLC D/B/A TPAC,2280,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428/TEAMSTERS (IBT) LOCAL UNION 104",2020-10-31,NA,NA,PRIVATE
ENGINEERING & BUILDING CONSTRUCTION AGMT,1539,NY LONG ISLAND,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 138",2004-05-31,23731,1000,PRIVATE
ENGINEERING HEAVY & HIGHWAY,1190,NY,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 138",2011-03-06,23621,1200,PRIVATE
"ENTENMANN'S, INC.",972,NY LONG ISLAND,BCTW 3,2008-05-09,311812,1300,PRIVATE
EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,2448,MN,STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) LEADERSHIP COUNCIL 5 MINNESOTA/STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) LOCAL UNION 636,2020-02-28,NA,NA,PRIVATE
EVE SALES CORPERATION,2525,NY,TEAMSTERS (IBT) LOCAL UNION 202,2022-01-15,NA,NA,PRIVATE
EVENT TECHNOLOGY,2572,PA,STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) LOCAL UNION 8,2019-05-01,NA,700,PRIVATE
EVERETT SHIPYARD,1816,WA,BOILERMAKERS  104,2010-07-31,NA,NA,PRIVATE
"EVERETT SHIPYARD, INC.",1814,WA,CARPENTERS IND (CJA) LOCAL UNION 731,2015-07-31,238390,1000,PRIVATE
"EVERETT SHIPYARD, INC.",1815,WA,TEAMSTERS (IBT) LOCAL UNION 731,2010-07-31,238890,1000,PRIVATE
